2018-07-10 18:00:00	 三水区乐平镇古灶排涝站	35.2	0
2018-07-10 18:00:00	 三水区南山镇六和村委	34	0
2018-07-10 18:00:00	 三水区大塘镇永丰村委	35.4	0
2018-07-10 18:00:00	 三水区西南街道洲边村委	34.1	0
2018-07-10 18:00:00	 南海区丹灶镇仙湖酒店	34.3	0
2018-07-10 18:00:00	 南海区桂城街道林岳村委	36	0
2018-07-10 18:00:00	 南海区西樵镇简村小学	33.7	0
2018-07-10 18:00:00	 禅城区南庄镇南庄中学	35.6	0
2018-07-10 18:00:00	 禅城区张槎街道办事处	35	0
2018-07-10 18:00:00	 顺德区乐从镇大墩中学	36	0
2018-07-10 18:00:00	 顺德区勒流街道众涌小学	35.1	0
2018-07-10 18:00:00	 顺德区北滘镇北滘中学	34.9	0
2018-07-10 18:00:00	 顺德区均安镇沙浦村委	34.5	0
2018-07-10 18:00:00	 顺德区容桂街道三防信息中心	34.6	0
2018-07-10 18:00:00	 高明区明城镇霭雯科普教育农庄	30.4	0
2018-07-10 18:00:00	 高明区更合镇白洞村委	30.7	0
2018-07-10 18:00:00	 高明荷城|回南天监测(气象局)	33.4	0
2018-07-11 20:00:00	 三水区乐平镇古灶排涝站	33.3	0
2018-07-11 20:00:00	 三水区西南街道区三防指挥部	34.3	0
2018-07-11 20:00:00	 南海区大沥镇六联水利站	34.4	0
2018-07-11 20:00:00	 南海区大沥镇水利所	34.9	0
2018-07-11 20:00:00	 南海区大沥镇铺前水闸	34.2	0
2018-07-11 20:00:00	 南海区狮山镇广三高速松岗收费站	34.8	0
2018-07-11 20:00:00	 南海区狮山镇第一小学	34.5	0
2018-07-11 20:00:00	 南海区西樵镇新田小学	33	0
2018-07-11 20:00:00	 南海区里水镇金鸦水闸	34	0
2018-07-11 20:00:00	 禅城区南庄镇江边水闸	33.4	0
2018-07-11 20:00:00	 顺德区乐从镇大墩中学	33.6	0
2018-07-11 20:00:00	 顺德区勒流街道众涌小学	32.3	0
2018-07-11 20:00:00	 顺德区北滘镇碧江社区	33.8	0
2018-07-11 20:00:00	 高明区杨和镇对川茶场	33	0
2018-07-11 20:00:00	 高明区荷城街道珠江货运码头	32.6	0
2018-07-12 02:00:00	 三水区西南街道洲边村委	29.7	0
2018-07-12 02:00:00	 南海区九江镇海寿岛码头	28.6	0
2018-07-12 02:00:00	 南海区大沥镇六联水利站	30.3	0
2018-07-12 02:00:00	 南海区狮山镇第一小学	30	0
2018-07-12 02:00:00	 南海区里水镇洲村水闸	30.4	0
2018-07-12 02:00:00	 禅城区南庄镇水利所	29.3	0
2018-07-12 02:00:00	 禅城区南庄镇江边水闸	29.2	0
2018-07-12 02:00:00	 禅城区张槎街道办事处	29.7	0
2018-07-12 02:00:00	 禅城区祖庙街道敦厚北水泵站	29.5	0
2018-07-12 02:00:00	 顺德区均安镇沙浦村委	29.1	0
2018-07-12 02:00:00	 顺德区大良街道五沙小学	29.2	0
2018-07-12 02:00:00	 顺德区大良街道逢沙电排站	29.4	0
2018-07-12 02:00:00	 顺德区龙江镇龙山社区	29.5	0
2018-07-12 05:00:00	 三水区乐平镇黄塘村委	28.5	0
2018-07-12 05:00:00	 三水区大塘镇莘田合洋水产	28.8	0
2018-07-12 05:00:00	 三水区芦苞镇水利所	28.7	0
2018-07-12 05:00:00	 南海区大沥镇水利所	29.7	0
2018-07-12 05:00:00	 南海区桂城街道海五路城市生态气象站	29.1	0
2018-07-12 05:00:00	 南海区狮山镇汀圃水闸	29	0
2018-07-12 05:00:00	 禅城张槎莲塘水泵站	28.9	0
2018-07-09 15:00:00	 三水区乐平镇水利所	34.2	0
2018-07-09 15:00:00	 三水区芦苞镇黄岗小学	34.4	0
2018-07-09 15:00:00	 南海区丹灶镇下滘村委	28.2	2.6
2018-07-09 15:00:00	 南海区丹灶镇朗心村委	27	6.5
2018-07-09 15:00:00	 南海区丹灶镇界牌水闸	26.3	8.4
2018-07-09 15:00:00	 南海区西樵镇西樵山山顶站	29.1	0.4
2018-07-09 15:00:00	 南海区里水镇大石村委	34.5	0
2018-07-09 15:00:00	 南海区里水镇水口大闸	33.5	0
2018-07-09 15:00:00	 南海区里水镇石塘村委	33.8	0
2018-07-09 15:00:00	 禅城区南庄镇紫洞水闸	27	4.8
2018-07-09 15:00:00	 禅城区石湾镇街道市第十四中学	29.4	3.1
2018-07-09 15:00:00	 顺德区乐从镇小布村东	30.9	0.1
2018-07-09 15:00:00	 顺德区伦教街道三洲大洲水闸站	29.8	0
2018-07-09 15:00:00	 顺德区陈村镇花卉世界	32.1	0
2018-07-09 15:00:00	 高明区明城镇新岗村委	27.5	0.9
2018-07-09 15:00:00	 高明区更合镇歌乐村委	26.8	6.4
2018-07-09 15:00:00	 高明区更合镇珠塘村委	26	9.7
2018-07-09 15:00:00	 高明明城|云勇林场遥测站	27.2	5.4
2018-07-10 09:00:00	 三水区大塘镇永平小学	29.3	0
2018-07-10 09:00:00	 三水区大塘镇海仔口泵站	31.7	0
2018-07-10 09:00:00	 三水区芦苞镇新村排涝站	31.3	0
2018-07-10 09:00:00	 三水区西南街道区体育学校	29.8	0
2018-07-10 09:00:00	 三水区西南街道区行政服务中心	30.8	0
2018-07-10 09:00:00	 三水国家新型站	29.8	0
2018-07-10 09:00:00	 南海区九江镇人字水闸	30.6	0
2018-07-10 09:00:00	 南海区大沥镇仙溪水库	32	0
2018-07-10 09:00:00	 南海国家新型站	30.7	0
2018-07-10 09:00:00	 禅城区石湾镇街道武装部	31.7	0
2018-07-10 09:00:00	 顺德区杏坛镇潘祥中学	30	0
2018-07-10 09:00:00	 顺德区龙江镇水利会	30.8	0
2018-07-10 09:00:00	 高明区明城镇明西村委	29.4	0
2018-07-10 09:00:00	 高明区更合镇举世农业开发有限公司	28.4	0
2018-07-10 23:00:00	 三水区白坭镇新明珠厂	28.9	0
2018-07-10 23:00:00	 三水区白坭镇水利所	28.7	0
2018-07-10 23:00:00	 三水区芦苞镇上塘村委会	29.8	0
2018-07-10 23:00:00	 三水区西南街道木棉村委	29	0
2018-07-10 23:00:00	 南海区九江镇人字水闸	29.3	0
2018-07-10 23:00:00	 南海区桂城街道平胜村委	29.5	0
2018-07-10 23:00:00	 南海区狮山镇东风水库	30.1	0
2018-07-10 23:00:00	 南海区西樵镇平沙村委	28.9	0
2018-07-10 23:00:00	 南海区里水镇万顷洋世界生态园	29.3	0
2018-07-10 23:00:00	 顺德区容桂街道华丰沙水闸	29.1	0
2018-07-10 23:00:00	 顺德区容桂街道华口小学	29.2	0
2018-07-10 23:00:00	 顺德区龙江镇水利会	29.3	0
2018-07-09 15:00:00	 三水区乐平镇古灶排涝站	34.5	0